WKT;WKT_2;ID;CO_FRAC_RA;COMUNA;FRACCION;RADIO;TOTAL_POB;T_VARON;T_MUJER;I_MASCULINIDAD;T_VIVIENDA;V_PARTICUL;V_PARTICUL_POR;V_COLECTIV;V_COLECTIV_POR;T_HOGAR;H_CON_NBI;H_CON_NBI_POR;H_SIN_NBI;H_SIN_NBI_POR;H_CON_NBI_POR_NUMBER;NBI
"MULTIPOLYGON (((-58.4648352830245 -34.539062088865,-58.4643295129948 -34.5398802347462,-58.463824073494 -34.5406979558645,-58.4646924391868 -34.5411363461244,-58.4656334981256 -34.5416114203524,-58.4658496785013 -34.5417205751276,-58.4659938391859 -34.5413714700842,-58.4661701661427 -34.5409401768951,-58.4662113541218 -34.5408370017472,-58.4663483630189 -34.540494446051,-58.4665034966389 -34.5401078029883,-58.4665694471397 -34.5399434267996,-58.4666816900421 -34.5396636913937,-58.4668560515298 -34.5392147906735,-58.4668991098281 -34.5391052064404,-58.4665416550828 -34.5389170400963,-58.4663904183142 -34.5388407734655,-58.4653088749573 -34.5382957749695,-58.465133055498 -34.5385802994239,-58.4648352830245 -34.539062088865)))";;"938";13_1_6;COMUNA 13;"1";"6";"882";"430";"452";"95,13%";"519";"519";"100,00%";"0";"0,00%";"386";"1";"0.26";"385";"99,74%";"0.26";0.260
"MULTIPOLYGON (((-58.4674997322474 -34.5425560543455,-58.4684375038346 -34.5430313886861,-58.4690110880667 -34.5422551965664,-58.469587555019 -34.5414750576409,-58.4688524444813 -34.5411036001948,-58.4686533690839 -34.5410024080203,-58.467721661789 -34.5405290468549,-58.468260174559 -34.5397992700703,-58.4688345891569 -34.5390206838498,-58.467899158252 -34.5385470423671,-58.4674729368557 -34.5383312042425,-58.4674727489585 -34.5383316785836,-58.4672499813926 -34.5382182481855,-58.4672499544957 -34.5382183199583,-58.4672173635058 -34.5382987476017,-58.4670323685845 -34.5387659600279,-58.4668991098281 -34.5391052064404,-58.4668560515298 -34.5392147906735,-58.4666816900421 -34.5396636913937,-58.4665694471397 -34.5399434267996,-58.4665034966389 -34.5401078029883,-58.4663483630189 -34.540494446051,-58.4662113541218 -34.5408370017472,-58.4661701661427 -34.5409401768951,-58.4659938391859 -34.5413714700842,-58.4658496785013 -34.5417205751276,-58.4658444815017 -34.5417331498139,-58.4660737927187 -34.5418421471854,-58.4660766685017 -34.5418351520147,-58.4661193940975 -34.5418567011534,-58.4662447623605 -34.5419200104689,-58.466572695341 -34.5420862056465,-58.4674997322474 -34.5425560543455)))";;"939";13_1_7;COMUNA 13;"1";"7";"509";"240";"269";"89,22%";"254";"254";"100,00%";"0";"0,00%";"185";"0";"0";"185";"100,00%";"0";0.000
"MULTIPOLYGON (((-58.4701293764888 -34.5407417512446,-58.4693932488937 -34.5403726915524,-58.4691953661623 -34.5402724861469,-58.468260174559 -34.5397992700703,-58.467721661789 -34.5405290468549,-58.4686533690839 -34.5410024080203,-58.4688524444813 -34.5411036001948,-58.469587555019 -34.5414750576409,-58.4705140912868 -34.5419433341613,-58.4710560777679 -34.5412088968847,-58.4707700144974 -34.5410629232015,-58.4701293764888 -34.5407417512446)))";;"940";13_1_8;COMUNA 13;"1";"8";"538";"260";"278";"93,53%";"302";"302";"100,00%";"0";"0,00%";"241";"7";"2.9";"234";"97,10%";"2.9";2.900
"MULTIPOLYGON (((-58.4697723286374 -34.5394955152372,-58.4688345891569 -34.5390206838498,-58.468260174559 -34.5397992700703,-58.4691953661623 -34.5402724861469,-58.4693932488937 -34.5403726915524,-58.4701293764888 -34.5407417512446,-58.4707700144974 -34.5410629232015,-58.4710560777679 -34.5412088968847,-58.4711533432964 -34.5410771233029,-58.4716265615748 -34.5404350869442,-58.4707022485431 -34.5399664664726,-58.470440276631 -34.5398337304808,-58.4697723286374 -34.5394955152372)))";;"941";13_1_9;COMUNA 13;"1";"9";"457";"220";"237";"92,83%";"223";"223";"100,00%";"0";"0,00%";"217";"2";"0.92";"215";"99,08%";"0.92";0.920
"MULTIPOLYGON (((-58.4568216713241 -34.5537964633099,-58.4557787288597 -34.5532258894594,-58.4550407395152 -34.5540873638499,-58.4555304193078 -34.5543672655736,-58.4558637405136 -34.5545577159509,-58.455983619364 -34.5546246480845,-58.4562031066752 -34.5547511940419,-58.4563895333265 -34.5546299306627,-58.4566394635687 -34.5544645836385,-58.4568963731032 -34.5542948700328,-58.4571938863344 -34.5540981142255,-58.4572697332416 -34.5540416361579,-58.4573661803915 -34.5539698765528,-58.4575816325638 -34.5538059345862,-58.4577681414203 -34.5536644568903,-58.4578195567597 -34.5536262177626,-58.4582284946504 -34.5533156557642,-58.4582619624561 -34.5532445821822,-58.4581171648307 -34.5531691660226,-58.4575927538283 -34.5528975129867,-58.4568216713241 -34.5537964633099)))";;"942";13_10_1;COMUNA 13;"10";"1";"798";"376";"422";"89,10%";"569";"569";"100,00%";"0";"0,00%";"415";"1";"0.24";"414";"99,76%";"0.24";0.240
"MULTIPOLYGON (((-58.4516643703916 -34.5562190337658,-58.4505124918311 -34.5555357944915,-58.4499011993814 -34.5562522434671,-58.449728026931 -34.5564513187558,-58.4489005509064 -34.557402609256,-58.4500360473089 -34.5580826232354,-58.4500465397374 -34.558088959198,-58.4502880920226 -34.5579342611404,-58.4508175303299 -34.5576281027731,-58.4512638760716 -34.5573725000119,-58.4513413456816 -34.5573281390352,-58.4518191873311 -34.5570491558143,-58.4523823260811 -34.5567228518543,-58.4524489830168 -34.5566843345918,-58.4516643703916 -34.5562190337658)))";;"943";13_10_10;COMUNA 13;"10";"10";"893";"389";"504";"77,18%";"549";"549";"100,00%";"0";"0,00%";"424";"7";"1.65";"417";"98,35%";"1.65";1.650
"MULTIPOLYGON (((-58.4485159864503 -34.5557236860462,-58.4476935253014 -34.5566797580109,-58.4489005509064 -34.557402609256,-58.449728026931 -34.5564513187558,-58.4499011993814 -34.5562522434671,-58.4505124918311 -34.5555357944915,-58.4492975625198 -34.5548151412938,-58.4485159864503 -34.5557236860462)))";;"944";13_10_11;COMUNA 13;"10";"11";"616";"267";"349";"76,50%";"489";"489";"100,00%";"0";"0,00%";"314";"7";"2.23";"307";"97,77%";"2.23";2.230
"MULTIPOLYGON (((-58.4539996807857 -34.5534923372057,-58.4533609355427 -34.5542388735896,-58.4532735040565 -34.5543415476337,-58.4543010323464 -34.5549504533312,-58.4547853513247 -34.55523740021,-58.4548737037233 -34.5552897322394,-58.4550232561483 -34.5553784077553,-58.4550955214942 -34.5554212311341,-58.4551808188109 -34.555374051164,-58.45578061148 -34.5550160347645,-58.4562031066752 -34.5547511940419,-58.455983619364 -34.5546246480845,-58.4558637405136 -34.5545577159509,-58.4555304193078 -34.5543672655736,-58.4550407395152 -34.5540873638499,-58.4557787288597 -34.5532258894594,-58.4568216713241 -34.5537964633099,-58.4575927538283 -34.5528975129867,-58.4574054954085 -34.5528005287107,-58.4572777343475 -34.5527343228694,-58.4564898931534 -34.5523257453677,-58.4557418086375 -34.5519377997843,-58.4554579488299 -34.5517879171932,-58.4547236293417 -34.5526462209282,-58.4539996807857 -34.5534923372057)))";;"945";13_10_2;COMUNA 13;"10";"2";"900";"436";"464";"93,97%";"528";"527";"99,81%";"1";"0,19%";"404";"6";"1.49";"398";"98,51%";"1.49";1.490
"MULTIPOLYGON (((-58.454277920049 -34.5511648549091,-58.4530063264263 -34.550504025691,-58.4523085996374 -34.5513176680254,-58.4515756143367 -34.5521723612899,-58.4528381147185 -34.5528284859672,-58.4535516826261 -34.5520015315228,-58.4547236293417 -34.5526462209282,-58.4554579488299 -34.5517879171932,-58.454277920049 -34.5511648549091)))";;"946";13_10_3;COMUNA 13;"10";"3";"964";"448";"516";"86,82%";"526";"526";"100,00%";"0";"0,00%";"427";"5";"1.17";"422";"98,83%";"1.17";1.170
"MULTIPOLYGON (((-58.4515756143367 -34.5521723612899,-58.4511496076273 -34.5526691052197,-58.4509133266613 -34.5529417293908,-58.4509126800505 -34.552942475456,-58.4503350401891 -34.5536090687094,-58.4501028745934 -34.5538789869511,-58.4492975625198 -34.5548151412938,-58.4505124918311 -34.5555357944915,-58.4513147334001 -34.5545956176907,-58.451396208055 -34.55450012793,-58.452121638129 -34.5536589571645,-58.4522478909359 -34.553512482433,-58.4528381147185 -34.5528284859672,-58.4515756143367 -34.5521723612899)))";;"947";13_10_4;COMUNA 13;"10";"4";"1110";"533";"577";"92,37%";"555";"552";"99,46%";"3";"0,54%";"417";"1";"0.24";"416";"99,76%";"0.24";0.240
"MULTIPOLYGON (((-58.452121638129 -34.5536589571645,-58.451396208055 -34.55450012793,-58.4513147334001 -34.5545956176907,-58.4505124918311 -34.5555357944915,-58.4516643703916 -34.5562190337658,-58.4523566097258 -34.5554189170505,-58.4524739258399 -34.5552811037379,-58.4528904885761 -34.5547916789211,-58.4532735040565 -34.5543415476337,-58.4533609355427 -34.5542388735896,-58.4539996807857 -34.5534923372057,-58.4547236293417 -34.5526462209282,-58.4535516826261 -34.5520015315228,-58.4528381147185 -34.5528284859672,-58.4522478909359 -34.553512482433,-58.452121638129 -34.5536589571645)))";;"948";13_10_5;COMUNA 13;"10";"5";"568";"270";"298";"90,60%";"351";"351";"100,00%";"0";"0,00%";"252";"6";"2.38";"246";"97,62%";"2.38";2.380
"MULTIPOLYGON (((-58.4524489830168 -34.5566843345918,-58.4526392218749 -34.5567967498895,-58.4526723382665 -34.5567711880723,-58.4526904722518 -34.5567500618398,-58.4533558425374 -34.55639502801,-58.4538896939535 -34.5561265319879,-58.4539395686452 -34.5560889305935,-58.4539077380037 -34.5560361794239,-58.4545477316128 -34.5556723340077,-58.4545750517331 -34.5557174787328,-58.4550955214942 -34.5554212311341,-58.4550232561483 -34.5553784077553,-58.4548737037233 -34.5552897322394,-58.4547853513247 -34.55523740021,-58.4543010323464 -34.5549504533312,-58.4532735040565 -34.5543415476337,-58.4528904885761 -34.5547916789211,-58.4524739258399 -34.5552811037379,-58.4523566097258 -34.5554189170505,-58.4516643703916 -34.5562190337658,-58.4524489830168 -34.5566843345918)))";;"949";13_10_6;COMUNA 13;"10";"6";"900";"440";"460";"95,65%";"464";"464";"100,00%";"0";"0,00%";"388";"35";"9.02";"353";"90,98%";"9.02";9.020
"MULTIPOLYGON (((-58.4528007763025 -34.5568926125191,-58.452000574977 -34.5578126571519,-58.4529024990943 -34.5583513487648,-58.4536977589774 -34.5574260160076,-58.454011311802 -34.5570611630207,-58.4545021102123 -34.5564934951141,-58.4553160631871 -34.5555519548627,-58.45578061148 -34.5550160347645,-58.4551808188109 -34.555374051164,-58.4550955214942 -34.5554212311341,-58.4545750517331 -34.5557174787328,-58.4545477316128 -34.5556723340077,-58.4539077380037 -34.5560361794239,-58.4539395686452 -34.5560889305935,-58.4538896939535 -34.5561265319879,-58.4533558425374 -34.55639502801,-58.4526904722518 -34.5567500618398,-58.4526723382665 -34.5567711880723,-58.4526392218749 -34.5567967498895,-58.4528007763025 -34.5568926125191)))";;"950";13_10_7;COMUNA 13;"10";"7";"661";"292";"369";"79,13%";"416";"416";"100,00%";"0";"0,00%";"321";"2";"0.62";"319";"99,38%";"0.62";0.620
"MULTIPOLYGON (((-58.4529024990943 -34.5583513487648,-58.452000574977 -34.5578126571519,-58.451152592632 -34.5587876943705,-58.4519642094043 -34.5592708183727,-58.4520620977391 -34.5593291394254,-58.4521504723359 -34.5592263959891,-58.4529024990943 -34.5583513487648)))";;"951";13_10_8;COMUNA 13;"10";"8";"910";"346";"564";"61,35%";"608";"607";"99,84%";"1";"0,16%";"432";"2";"0.46";"430";"99,54%";"0.46";0.460
"MULTIPOLYGON (((-58.4528007763025 -34.5568926125191,-58.4526392218749 -34.5567967498895,-58.4524489830168 -34.5566843345918,-58.4523823260811 -34.5567228518543,-58.4518191873311 -34.5570491558143,-58.4513413456816 -34.5573281390352,-58.4512638760716 -34.5573725000119,-58.4508175303299 -34.5576281027731,-58.4502880920226 -34.5579342611404,-58.4500465397374 -34.558088959198,-58.4501501218665 -34.5581565527147,-58.450150070384 -34.5581565810282,-58.4505040740245 -34.5583880358108,-58.4505851061525 -34.5584410040166,-58.4507383184485 -34.5585410940644,-58.451152592632 -34.5587876943705,-58.452000574977 -34.5578126571519,-58.4528007763025 -34.5568926125191)))";;"952";13_10_9;COMUNA 13;"10";"9";"701";"297";"404";"73,51%";"389";"389";"100,00%";"0";"0,00%";"325";"1";"0.31";"324";"99,69%";"0.31";0.310
